county_fips,zip,shorter,longer,suggested_canonical
36061,10016,nyu langone,laura isaac perlmutter cancer center at nyu langone health,laura isaac perlmutter cancer center at nyu langone health
36061,10016,nyu langone,laura isaac perlmutter cancer center nyu langone health,laura isaac perlmutter cancer center nyu langone health
36061,10016,nyu langone,new york university nyu langone medical center,new york university nyu langone medical center
36061,10016,nyu langone,nyu langone health,nyu langone health
36061,10016,nyu langone,nyu langone health laura and isaac perlmutter cancer center,nyu langone health laura and isaac perlmutter cancer center
36061,10016,nyu langone,nyu langone health manhattan,nyu langone health manhattan
36061,10016,nyu langone,nyu langone health perlmutter cancer center,nyu langone health perlmutter cancer center
36061,10016,nyu langone,nyu langone hospital manhattan,nyu langone hospital manhattan
36061,10016,nyu langone,nyu langone long island clinical research associates,nyu langone long island clinical research associates
36061,10016,nyu langone,nyu langone medical center,nyu langone medical center
36061,10016,nyu langone,nyu langone medical center nyu hematology associates,nyu langone medical center nyu hematology associates
36061,10016,nyu langone,nyu langone medical center nyu medical oncology associates,nyu langone medical center nyu medical oncology associates
36061,10016,nyu langone,nyu langone medical center perlmutter cancer center nyu cancer institute,nyu langone medical center perlmutter cancer center nyu cancer institute
36061,10016,nyu langone,nyu langone medical center tisch hospital,nyu langone medical center tisch hospital
36061,10016,nyu langone,nyu langone nyu grossman school of medicine,nyu langone nyu grossman school of medicine
36061,10016,nyu langone,nyu langone perimutter cancer center,nyu langone perimutter cancer center
36061,10016,nyu langone,nyu langone perlmutter cancer center,nyu langone perlmutter cancer center
36061,10016,nyu langone,nyu langone s perlmutter cancer center,nyu langone s perlmutter cancer center
36061,10016,nyu langone,perlmutter cancer center at nyu langone health,perlmutter cancer center at nyu langone health
36061,10016,nyu langone,perlmutter cancer center nyu langone health,perlmutter cancer center nyu langone health
36061,10016,nyu langone health,laura and isaac perlmutter cancer center at nyu langone health,laura and isaac perlmutter cancer center at nyu langone health
36061,10016,nyu langone health,laura and isaac perlmutter cancer center at nyu langone health long island,laura and isaac perlmutter cancer center at nyu langone health long island
36061,10016,nyu langone health,laura and isaac perlmutter cancer center nyu langone health,laura and isaac perlmutter cancer center nyu langone health
36061,10016,nyu langone health,laura isaac pe lmutter cancer center at nyu langone health,laura isaac pe lmutter cancer center at nyu langone health
36061,10016,nyu langone health,laura isaac perlmutter cancer center at nyu langone health,laura isaac perlmutter cancer center at nyu langone health
36061,10016,nyu langone health,laura isaac perlmutter cancer center nyu langone health,laura isaac perlmutter cancer center nyu langone health
36061,10016,nyu langone health,nyu langone health laura and isaac perlmutter cancer center,nyu langone health laura and isaac perlmutter cancer center
36061,10016,nyu langone health,nyu langone health manhattan,nyu langone health manhattan
36061,10016,nyu langone health,nyu langone health perlmutter cancer center,nyu langone health perlmutter cancer center
36061,10016,nyu langone health,perlmutter cancer center at nyu langone health,perlmutter cancer center at nyu langone health
36061,10016,nyu langone health,perlmutter cancer center nyu langone health,perlmutter cancer center nyu langone health
36061,10016,nyu langone medical center,new york university nyu langone medical center,new york university nyu langone medical center
